Policy_ID,Customer_ID,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Total_Discounts,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Premium_Adjustment_Credit,Premium_Adjustment_Region
P7774,7774,86,1-5 years,50,Full Coverage,0,2486,0,8,1,5,0,1,9,-50,50
P7775,7775,86,1-5 years,50,Liability-Only,-200,2186,0,19,0,3,1,3,99,-50,100
P7776,7776,0,1-5 years,50,Liability-Only,-200,2050,0,20,1,6,4,1,5,-50,100
P7777,7777,86,1-5 years,50,Liability-Only,-200,2086,100,21,1,4,0,2,1,50,50
P7778,7778,0,1-5 years,50,Liability-Only,-200,2050,0,18,1,1,3,3,7,50,0
P7779,7779,86,1-5 years,50,Liability-Only,-200,2136,50,15,1,7,1,2,8,-50,100
P7780,7780,86,<1 year,100,Full Coverage,0,2386,100,18,1,4,4,3,6,50,50
P7781,7781,0,>5 years,0,Liability-Only,-200,2050,50,5,0,4,1,3,99,50,50
P7782,7782,0,<1 year,100,Full Coverage,0,2200,50,25,1,3,1,3,12,-50,50
P7783,7783,0,>5 years,0,Liability-Only,-200,2050,0,26,1,4,2,1,8,50,50
P7784,7784,0,>5 years,0,Full Coverage,0,2300,0,9,1,7,3,3,8,50,50
P7785,7785,0,1-5 years,50,Full Coverage,0,2150,50,25,0,6,2,3,99,-50,50
P7786,7786,0,>5 years,0,Full Coverage,0,2100,50,24,1,3,4,1,5,-50,50
P7787,7787,0,<1 year,100,Full Coverage,0,2300,0,16,1,6,4,2,8,50,0
P7788,7788,0,<1 year,100,Full Coverage,0,2350,50,20,0,2,3,3,99,50,100
P7789,7789,86,1-5 years,50,Full Coverage,0,2386,0,12,0,2,1,2,99,-50,0
P7790,7790,0,1-5 years,50,Liability-Only,-200,2050,50,23,0,8,1,1,99,50,50
P7791,7791,86,1-5 years,50,Full Coverage,0,2286,50,14,1,5,3,3,5,-50,0
P7792,7792,86,1-5 years,50,Full Coverage,0,2636,0,4,0,4,1,1,99,50,100
P7793,7793,0,<1 year,100,Liability-Only,-200,2150,50,16,1,3,1,3,5,50,100
P7794,7794,86,1-5 years,50,Full Coverage,0,2286,50,6,0,1,2,3,99,-50,100
P7795,7795,86,1-5 years,50,Full Coverage,0,2336,50,11,1,5,1,2,7,50,0
P7796,7796,86,1-5 years,50,Full Coverage,0,2436,0,22,1,10,2,3,5,50,0
P7797,7797,0,1-5 years,50,Liability-Only,-200,1950,100,5,0,8,6,3,99,50,0
P7798,7798,86,1-5 years,50,Full Coverage,0,2336,50,1,0,3,0,2,99,50,50
P7799,7799,86,1-5 years,50,Full Coverage,0,2286,50,6,1,5,4,2,12,-50,100
P7800,7800,0,1-5 years,50,Full Coverage,0,2350,50,18,1,8,4,3,13,50,50
P7801,7801,86,>5 years,0,Full Coverage,0,2236,50,11,1,4,4,1,5,-50,100
P7802,7802,86,<1 year,100,Full Coverage,0,2336,50,24,1,2,0,3,4,-50,100
P7803,7803,86,>5 years,0,Full Coverage,0,2286,50,15,1,6,2,2,6,-50,100
P7804,7804,86,1-5 years,50,Full Coverage,0,2286,0,28,0,7,2,2,99,-50,50
P7805,7805,86,1-5 years,50,Liability-Only,-200,1986,50,29,0,4,3,1,99,-50,0
P7806,7806,86,>5 years,0,Full Coverage,0,2186,50,15,0,4,0,1,99,-50,50
P7807,7807,86,>5 years,0,Liability-Only,-200,2036,50,7,0,5,6,3,99,-50,100
P7808,7808,0,1-5 years,50,Full Coverage,0,2350,0,16,0,4,2,2,99,50,100
P7809,7809,0,<1 year,100,Full Coverage,0,2300,0,3,0,8,2,1,99,-50,50
P7810,7810,0,1-5 years,50,Full Coverage,0,2300,0,15,1,3,0,1,8,-50,50
P7811,7811,86,1-5 years,50,Full Coverage,0,2286,50,22,1,4,6,2,11,-50,100
P7812,7812,86,1-5 years,50,Full Coverage,0,2286,50,10,0,6,1,3,99,-50,100
P7813,7813,0,<1 year,100,Full Coverage,0,2800,0,19,1,8,0,1,10,50,100
P7814,7814,86,1-5 years,50,Full Coverage,0,2336,0,1,1,4,4,1,11,-50,100
P7815,7815,0,>5 years,0,Full Coverage,0,2250,50,4,1,5,2,1,12,50,100
P7816,7816,86,1-5 years,50,Full Coverage,0,2236,50,27,1,9,2,2,13,-50,0
P7817,7817,0,>5 years,0,Liability-Only,-200,2050,0,7,1,6,0,3,1,-50,100
P7818,7818,86,<1 year,100,Liability-Only,-200,2236,0,9,1,5,2,3,5,50,50
P7819,7819,86,<1 year,100,Liability-Only,-200,2336,50,7,1,5,1,1,14,50,100
P7820,7820,0,1-5 years,50,Liability-Only,-200,2150,0,3,0,3,1,1,99,50,100
P7821,7821,0,>5 years,0,Full Coverage,0,2150,100,2,1,4,2,2,6,-50,100
P7822,7822,86,>5 years,0,Liability-Only,-200,2136,50,12,0,6,3,3,99,50,100
P7823,7823,0,>5 years,0,Full Coverage,0,2100,50,4,0,7,3,2,99,-50,50
P7824,7824,86,<1 year,100,Full Coverage,0,2386,50,11,1,3,3,2,9,50,50
P7825,7825,86,>5 years,0,Full Coverage,0,2236,0,29,1,8,2,2,11,-50,50
P7826,7826,0,>5 years,0,Liability-Only,-200,2000,50,18,1,5,2,3,11,-50,100
P7827,7827,0,<1 year,100,Liability-Only,-200,2100,50,2,1,8,5,2,12,50,50
P7828,7828,0,1-5 years,50,Liability-Only,-200,2200,0,26,0,11,1,1,99,-50,50
P7829,7829,86,1-5 years,50,Liability-Only,-200,2286,0,21,0,6,2,3,99,-50,50
P7830,7830,86,1-5 years,50,Full Coverage,0,2386,50,13,0,3,1,3,99,50,50
P7831,7831,0,>5 years,0,Full Coverage,0,2300,50,18,0,9,3,3,99,50,50
P7832,7832,86,<1 year,100,Liability-Only,-200,2186,0,12,0,6,2,2,99,-50,100
P7833,7833,86,1-5 years,50,Liability-Only,-200,2236,0,17,1,4,2,2,2,-50,100
P7834,7834,86,1-5 years,50,Full Coverage,0,2286,150,19,1,2,3,3,13,50,100
P7835,7835,86,1-5 years,50,Full Coverage,0,2436,50,16,1,6,1,2,13,50,100
P7836,7836,86,>5 years,0,Full Coverage,0,2236,100,19,0,3,0,1,99,50,50
P7837,7837,86,1-5 years,50,Liability-Only,-200,2036,50,13,1,3,5,3,1,-50,50
P7838,7838,0,1-5 years,50,Full Coverage,0,2150,50,2,0,8,1,3,99,-50,50
P7839,7839,0,>5 years,0,Full Coverage,0,2200,50,18,0,7,2,1,99,50,50
P7840,7840,86,>5 years,0,Liability-Only,-200,2086,0,28,0,5,4,1,99,-50,100
P7841,7841,86,1-5 years,50,Liability-Only,-200,1986,100,23,1,10,1,1,8,-50,0
P7842,7842,86,1-5 years,50,Liability-Only,-200,2186,0,3,1,4,3,3,7,-50,100
P7843,7843,86,1-5 years,50,Full Coverage,0,2286,0,10,0,4,1,3,99,-50,50
P7844,7844,0,>5 years,0,Full Coverage,0,2200,0,3,0,5,2,1,99,-50,0
P7845,7845,0,>5 years,0,Full Coverage,0,2250,100,22,0,8,2,1,99,50,100
P7846,7846,0,1-5 years,50,Full Coverage,0,2450,0,11,1,6,3,3,4,50,100
P7847,7847,0,1-5 years,50,Full Coverage,0,2050,100,18,1,6,2,1,14,-50,0
P7848,7848,86,<1 year,100,Full Coverage,0,2336,0,19,1,8,2,1,6,-50,50
P7849,7849,86,<1 year,100,Full Coverage,0,2386,0,27,1,4,0,2,1,-50,100
P7850,7850,0,1-5 years,50,Liability-Only,-200,2100,50,8,1,2,1,1,12,50,100
P7851,7851,0,1-5 years,50,Liability-Only,-200,1950,100,12,0,6,4,2,99,-50,100
P7852,7852,86,<1 year,100,Full Coverage,0,2386,50,8,1,7,4,3,12,50,50
P7853,7853,86,>5 years,0,Liability-Only,-200,2036,50,29,1,3,3,1,8,-50,100
P7854,7854,0,1-5 years,50,Liability-Only,-200,2000,0,13,1,8,5,3,11,-50,0
P7855,7855,86,>5 years,0,Full Coverage,0,2286,50,28,1,3,3,2,7,-50,100
P7856,7856,0,1-5 years,50,Full Coverage,0,2200,50,16,1,3,5,2,3,-50,100
P7857,7857,0,>5 years,0,Full Coverage,0,2150,0,26,1,5,4,1,12,-50,50
P7858,7858,86,1-5 years,50,Full Coverage,0,2486,0,19,0,4,4,1,99,50,100
P7859,7859,0,1-5 years,50,Liability-Only,-200,2050,0,14,0,8,1,2,99,-50,100
P7860,7860,0,1-5 years,50,Liability-Only,-200,2100,50,15,1,1,1,3,5,50,50
P7861,7861,0,1-5 years,50,Full Coverage,0,2250,0,6,1,6,1,1,14,-50,100
P7862,7862,86,>5 years,0,Full Coverage,0,2136,100,24,0,2,2,3,99,-50,50
P7863,7863,86,1-5 years,50,Liability-Only,-200,2136,0,22,0,5,3,2,99,-50,100
P7864,7864,0,1-5 years,50,Full Coverage,0,2250,0,18,1,2,3,1,10,50,0
P7865,7865,86,1-5 years,50,Full Coverage,0,2336,0,23,1,6,3,1,4,50,0
P7866,7866,86,>5 years,0,Full Coverage,0,2336,0,22,1,1,2,1,6,50,0
P7867,7867,86,<1 year,100,Full Coverage,0,2336,50,22,1,5,1,2,3,-50,100
P7868,7868,0,<1 year,100,Liability-Only,-200,2050,0,25,0,3,1,2,99,-50,50
P7869,7869,86,>5 years,0,Full Coverage,0,2236,50,19,0,7,2,2,99,-50,100
P7870,7870,86,<1 year,100,Full Coverage,0,2286,50,17,0,3,4,3,99,-50,50
P7871,7871,86,<1 year,100,Liability-Only,-200,2336,0,20,0,6,1,3,99,50,50
P7872,7872,0,1-5 years,50,Full Coverage,0,2400,0,1,1,2,1,1,7,50,100
P7873,7873,0,1-5 years,50,Liability-Only,-200,2150,50,21,0,2,2,2,99,50,100
P7874,7874,86,1-5 years,50,Full Coverage,0,2736,100,14,0,4,1,2,99,50,100
P7875,7875,0,1-5 years,50,Full Coverage,0,2300,0,6,0,4,2,2,99,-50,100
P7876,7876,86,>5 years,0,Liability-Only,-200,2086,0,24,1,4,4,1,9,-50,100
P7877,7877,0,>5 years,0,Full Coverage,0,2150,0,19,1,4,1,1,1,-50,0
P7878,7878,0,>5 years,0,Full Coverage,0,2250,50,3,1,5,1,1,11,50,100
P7879,7879,0,1-5 years,50,Full Coverage,0,2350,0,15,0,7,4,1,99,50,100
P7880,7880,86,<1 year,100,Full Coverage,0,2386,0,28,1,4,0,2,9,-50,100
P7881,7881,0,<1 year,100,Full Coverage,0,2350,0,19,1,0,4,2,9,-50,100
P7882,7882,0,<1 year,100,Full Coverage,0,2400,0,20,1,6,4,3,4,50,100
P7883,7883,0,>5 years,0,Full Coverage,0,2300,0,19,0,5,1,2,99,50,100
P7884,7884,86,<1 year,100,Full Coverage,0,2386,0,9,0,8,2,1,99,-50,100
P7885,7885,86,>5 years,0,Liability-Only,-200,2036,50,27,0,4,4,1,99,-50,100
P7886,7886,0,>5 years,0,Liability-Only,-200,2000,0,12,0,4,2,1,99,-50,100
P7887,7887,86,1-5 years,50,Liability-Only,-200,2236,0,14,0,7,4,1,99,50,100
P7888,7888,0,1-5 years,50,Full Coverage,0,2400,0,14,0,4,1,1,99,50,100
P7889,7889,86,1-5 years,50,Full Coverage,0,2286,50,8,0,6,0,2,99,50,0
P7890,7890,0,1-5 years,50,Liability-Only,-200,2150,100,25,1,4,3,1,13,50,100
P7891,7891,86,<1 year,100,Full Coverage,0,2336,0,22,1,12,2,2,4,-50,50
P7892,7892,86,1-5 years,50,Full Coverage,0,2436,0,22,0,6,0,3,99,50,100
P7893,7893,86,1-5 years,50,Liability-Only,-200,2336,0,4,0,5,2,2,99,-50,100
P7894,7894,86,1-5 years,50,Liability-Only,-200,2136,50,6,1,5,3,1,2,-50,100
P7895,7895,0,1-5 years,50,Liability-Only,-200,2250,0,29,1,5,1,1,7,-50,100
P7896,7896,0,1-5 years,50,Liability-Only,-200,2050,0,9,1,5,2,2,4,-50,100
P7897,7897,0,<1 year,100,Full Coverage,0,2250,0,5,1,8,4,1,2,-50,50
P7898,7898,0,>5 years,0,Full Coverage,0,2250,50,6,0,4,0,3,99,-50,100
P7899,7899,0,<1 year,100,Liability-Only,-200,2050,50,22,1,5,5,2,10,-50,100
P7900,7900,86,1-5 years,50,Liability-Only,-200,2386,50,28,0,5,1,2,99,-50,100
P7901,7901,86,<1 year,100,Full Coverage,0,2386,0,13,1,6,0,1,7,-50,0
P7902,7902,86,>5 years,0,Full Coverage,0,2386,0,24,1,4,3,2,7,50,100
P7903,7903,0,<1 year,100,Liability-Only,-200,2350,50,27,0,5,2,3,99,-50,0
P7904,7904,86,<1 year,100,Full Coverage,0,2386,0,25,0,9,1,2,99,-50,100
P7905,7905,86,1-5 years,50,Full Coverage,0,2236,50,9,0,5,2,2,99,-50,50
P7906,7906,0,1-5 years,50,Full Coverage,0,2350,0,21,0,4,1,1,99,50,50
P7907,7907,0,<1 year,100,Full Coverage,0,2450,0,16,1,9,2,1,9,50,100
P7908,7908,0,>5 years,0,Liability-Only,-200,2050,50,29,0,4,2,2,99,50,100
P7909,7909,0,1-5 years,50,Full Coverage,0,2150,50,17,0,3,3,3,99,-50,50
P7910,7910,0,>5 years,0,Liability-Only,-200,2050,50,20,1,3,1,2,10,50,100
P7911,7911,86,<1 year,100,Full Coverage,0,2536,0,5,1,3,1,2,1,50,100
P7912,7912,0,>5 years,0,Liability-Only,-200,2150,50,13,1,6,3,2,3,-50,100
P7913,7913,0,1-5 years,50,Full Coverage,0,2100,50,6,0,4,3,2,99,-50,0
P7914,7914,86,<1 year,100,Liability-Only,-200,2186,50,20,0,4,1,3,99,-50,50
P7915,7915,86,>5 years,0,Full Coverage,0,2436,0,20,0,3,0,3,99,50,50
P7916,7916,86,>5 years,0,Full Coverage,0,2236,50,25,1,6,0,3,3,-50,100
P7917,7917,86,<1 year,100,Full Coverage,0,2386,50,21,0,2,0,3,99,50,50
P7918,7918,0,>5 years,0,Full Coverage,0,2150,50,17,0,5,1,2,99,-50,100
P7919,7919,86,1-5 years,50,Full Coverage,0,2286,50,15,0,4,1,1,99,-50,100
P7920,7920,86,>5 years,0,Full Coverage,0,2286,50,26,1,6,1,1,3,-50,100
P7921,7921,0,>5 years,0,Liability-Only,-200,2000,0,23,0,2,2,2,99,-50,100
P7922,7922,0,<1 year,100,Full Coverage,0,2350,50,25,1,3,2,3,2,50,100
P7923,7923,0,<1 year,100,Full Coverage,0,2200,0,8,1,3,1,3,9,-50,0
P7924,7924,0,1-5 years,50,Liability-Only,-200,2200,0,25,0,3,2,1,99,50,50
P7925,7925,86,>5 years,0,Full Coverage,0,2286,0,20,1,5,1,1,7,-50,100
P7926,7926,0,1-5 years,50,Liability-Only,-200,2000,50,6,1,3,4,2,6,-50,100
P7927,7927,86,1-5 years,50,Liability-Only,-200,2036,0,17,0,3,3,1,99,-50,0
P7928,7928,86,<1 year,100,Liability-Only,-200,2236,0,22,0,2,2,1,99,-50,50
P7929,7929,86,>5 years,0,Liability-Only,-200,2186,0,15,1,4,5,3,2,-50,100
P7930,7930,86,1-5 years,50,Liability-Only,-200,2086,50,27,1,6,1,1,5,-50,50
P7931,7931,0,>5 years,0,Liability-Only,-200,2150,50,8,1,4,1,2,4,50,100
P7932,7932,0,>5 years,0,Full Coverage,0,2150,0,7,1,5,1,3,4,-50,50
P7933,7933,0,<1 year,100,Full Coverage,0,2300,50,1,0,8,1,1,99,-50,100
P7934,7934,86,1-5 years,50,Liability-Only,-200,2136,100,4,1,5,0,2,4,-50,100
P7935,7935,0,>5 years,0,Full Coverage,0,2100,50,18,0,4,3,3,99,-50,0
P7936,7936,0,<1 year,100,Liability-Only,-200,2100,50,20,1,3,5,2,14,-50,100
P7937,7937,86,1-5 years,50,Full Coverage,0,2336,0,12,1,5,4,3,9,-50,100
P7938,7938,0,>5 years,0,Full Coverage,0,2400,0,30,1,4,1,3,6,50,100
P7939,7939,86,1-5 years,50,Full Coverage,0,2186,100,27,1,6,2,1,6,-50,50
P7940,7940,86,1-5 years,50,Full Coverage,0,2336,0,10,1,5,2,2,9,-50,100
P7941,7941,0,1-5 years,50,Full Coverage,0,2250,0,24,0,5,3,3,99,-50,100
P7942,7942,0,1-5 years,50,Liability-Only,-200,2050,50,3,0,9,0,1,99,-50,100
P7943,7943,86,<1 year,100,Liability-Only,-200,2036,100,30,1,2,2,1,7,-50,0
P7944,7944,0,1-5 years,50,Full Coverage,0,2150,50,18,1,3,1,1,2,-50,50
P7945,7945,0,1-5 years,50,Full Coverage,0,2200,0,3,0,3,1,1,99,-50,50
P7946,7946,0,1-5 years,50,Full Coverage,0,2200,0,9,0,3,0,2,99,-50,0
P7947,7947,86,1-5 years,50,Full Coverage,0,2336,50,16,0,5,2,3,99,50,50
P7948,7948,86,>5 years,0,Liability-Only,-200,2136,50,2,1,8,2,1,14,50,100
P7949,7949,86,1-5 years,50,Full Coverage,0,2286,50,1,1,5,1,2,1,-50,50
P7950,7950,0,1-5 years,50,Full Coverage,0,2300,50,3,0,5,0,2,99,50,50
P7951,7951,86,1-5 years,50,Full Coverage,0,2336,0,5,0,4,3,1,99,-50,100
P7952,7952,86,1-5 years,50,Full Coverage,0,2336,100,25,0,5,1,1,99,50,100
P7953,7953,86,>5 years,0,Full Coverage,0,2236,50,21,0,0,0,3,99,-50,100
P7954,7954,0,<1 year,100,Full Coverage,0,2400,0,5,1,7,3,1,3,-50,100
P7955,7955,0,>5 years,0,Liability-Only,-200,1900,50,12,1,7,2,1,6,-50,50
P7956,7956,0,1-5 years,50,Full Coverage,0,2200,50,2,0,6,4,3,99,-50,100
P7957,7957,86,>5 years,0,Liability-Only,-200,2186,0,27,0,6,4,1,99,50,50
P7958,7958,86,>5 years,0,Liability-Only,-200,2136,50,14,1,5,2,1,3,50,0
P7959,7959,0,1-5 years,50,Full Coverage,0,2250,0,29,0,6,2,2,99,-50,100
P7960,7960,0,1-5 years,50,Liability-Only,-200,1950,100,25,1,3,1,1,7,50,0
P7961,7961,0,>5 years,0,Full Coverage,0,2400,50,25,1,8,3,2,2,50,100
P7962,7962,0,<1 year,100,Liability-Only,-200,1950,50,28,1,4,4,1,4,-50,0
P7963,7963,0,>5 years,0,Full Coverage,0,2200,0,20,0,5,1,1,99,-50,100
P7964,7964,0,<1 year,100,Liability-Only,-200,2150,50,11,1,2,3,2,4,50,100
P7965,7965,0,>5 years,0,Liability-Only,-200,1950,0,8,0,7,3,1,99,-50,50
P7966,7966,0,1-5 years,50,Full Coverage,0,2150,50,7,0,3,4,3,99,-50,50
P7967,7967,86,1-5 years,50,Full Coverage,0,2236,50,14,0,8,3,1,99,-50,50
P7968,7968,86,<1 year,100,Full Coverage,0,2386,0,11,0,0,1,2,99,-50,100
P7969,7969,0,1-5 years,50,Liability-Only,-200,2000,0,17,1,6,3,3,6,-50,50
P7970,7970,86,1-5 years,50,Full Coverage,0,2336,50,5,0,3,1,2,99,50,50
P7971,7971,0,1-5 years,50,Full Coverage,0,2300,0,1,1,4,3,3,4,-50,100
P7972,7972,86,<1 year,100,Full Coverage,0,2536,0,13,0,9,2,1,99,50,100
P7973,7973,86,>5 years,0,Full Coverage,0,2236,50,9,1,4,4,1,4,-50,0
P7974,7974,86,<1 year,100,Full Coverage,0,2286,50,27,0,5,1,1,99,-50,50
P7975,7975,86,>5 years,0,Liability-Only,-200,2136,50,22,0,6,6,3,99,-50,100
P7976,7976,86,1-5 years,50,Full Coverage,0,2386,50,16,0,7,1,3,99,50,100
P7977,7977,86,1-5 years,50,Liability-Only,-200,2236,0,29,1,6,3,2,7,-50,100
P7978,7978,0,1-5 years,50,Full Coverage,0,2350,0,3,1,4,0,1,8,50,100
P7979,7979,86,1-5 years,50,Liability-Only,-200,2186,50,22,0,5,3,1,99,-50,100
P7980,7980,86,1-5 years,50,Full Coverage,0,2386,0,22,0,6,2,2,99,-50,50
P7981,7981,86,<1 year,100,Full Coverage,0,2336,0,27,1,5,2,2,4,-50,50
P7982,7982,0,1-5 years,50,Liability-Only,-200,2050,0,17,1,6,3,3,9,-50,50
P7983,7983,0,<1 year,100,Full Coverage,0,2250,50,9,1,4,2,1,11,-50,100
P7984,7984,0,<1 year,100,Full Coverage,0,2350,0,20,1,4,0,1,7,-50,100
P7985,7985,86,<1 year,100,Liability-Only,-200,2236,0,19,0,5,6,3,99,-50,100
P7986,7986,86,1-5 years,50,Full Coverage,0,2336,0,30,1,7,4,2,5,-50,100
P7987,7987,0,1-5 years,50,Liability-Only,-200,2200,0,4,0,2,1,1,99,50,100
P7988,7988,0,1-5 years,50,Liability-Only,-200,2200,50,2,1,2,0,1,14,-50,100
P7989,7989,86,1-5 years,50,Liability-Only,-200,2086,50,3,1,7,2,3,13,-50,100
P7990,7990,86,<1 year,100,Full Coverage,0,2286,50,28,0,4,2,3,99,-50,50
P7991,7991,86,1-5 years,50,Full Coverage,0,2336,0,26,1,4,2,1,2,-50,100
P7992,7992,86,1-5 years,50,Full Coverage,0,2286,50,15,0,4,2,1,99,50,0
P7993,7993,0,1-5 years,50,Full Coverage,0,2250,0,27,0,1,3,2,99,50,0
P7994,7994,0,>5 years,0,Full Coverage,0,2250,50,19,0,5,4,2,99,50,0
P7995,7995,86,1-5 years,50,Full Coverage,0,2436,50,24,0,7,4,2,99,50,100
P7996,7996,86,1-5 years,50,Liability-Only,-200,1986,100,26,0,2,0,3,99,-50,50
P7997,7997,0,1-5 years,50,Liability-Only,-200,2250,0,7,1,6,1,3,11,-50,100
P7998,7998,0,1-5 years,50,Full Coverage,0,2250,0,16,0,5,2,1,99,-50,100
P7999,7999,0,>5 years,0,Full Coverage,0,2250,50,1,1,4,2,1,3,50,100
P8000,8000,86,>5 years,0,Liability-Only,-200,2036,100,2,0,6,0,2,99,50,50
P8001,8001,0,1-5 years,50,Full Coverage,0,2350,0,24,1,4,1,2,8,-50,100
P8002,8002,86,>5 years,0,Full Coverage,0,2286,100,16,1,0,4,3,2,50,100
P8003,8003,86,1-5 years,50,Liability-Only,-200,2086,50,14,1,3,2,3,6,50,0
P8004,8004,86,1-5 years,50,Liability-Only,-200,2136,50,29,1,5,1,2,2,50,50
P8005,8005,0,<1 year,100,Liability-Only,-200,2000,50,27,1,4,4,2,8,-50,50
P8006,8006,86,1-5 years,50,Liability-Only,-200,2236,0,13,0,2,2,1,99,50,100
P8007,8007,0,>5 years,0,Full Coverage,0,2250,50,2,1,4,1,2,12,50,100
P8008,8008,86,>5 years,0,Liability-Only,-200,2186,0,1,0,5,4,2,99,50,100
P8009,8009,86,1-5 years,50,Full Coverage,0,2386,50,5,0,1,0,3,99,50,100
P8010,8010,86,1-5 years,50,Full Coverage,0,2336,50,30,1,8,3,1,4,50,50
P8011,8011,86,1-5 years,50,Full Coverage,0,2336,50,20,0,5,1,1,99,-50,50
P8012,8012,86,>5 years,0,Liability-Only,-200,2036,50,20,0,6,3,1,99,-50,100
P8013,8013,86,1-5 years,50,Liability-Only,-200,2136,0,11,0,2,3,1,99,-50,100
P8014,8014,86,1-5 years,50,Full Coverage,0,2286,0,3,0,8,4,2,99,-50,50
P8015,8015,86,1-5 years,50,Liability-Only,-200,2186,0,25,1,6,2,1,3,50,50
P8016,8016,0,>5 years,0,Full Coverage,0,2250,0,17,0,7,3,1,99,-50,100
P8017,8017,86,>5 years,0,Full Coverage,0,2236,150,6,0,3,3,3,99,50,100
P8018,8018,0,<1 year,100,Liability-Only,-200,2200,0,4,1,3,4,1,14,-50,100
P8019,8019,0,<1 year,100,Full Coverage,0,2200,100,25,1,5,3,1,10,-50,100
P8020,8020,86,>5 years,0,Liability-Only,-200,2036,50,14,1,4,0,2,5,-50,50
P8021,8021,0,<1 year,100,Full Coverage,0,2500,0,20,0,9,3,2,99,-50,100
P8022,8022,0,1-5 years,50,Full Coverage,0,2150,50,21,1,8,6,1,6,-50,50
P8023,8023,86,1-5 years,50,Full Coverage,0,2286,0,4,1,10,6,1,12,-50,50
P8024,8024,0,>5 years,0,Full Coverage,0,2150,0,25,0,6,3,2,99,-50,50
P8025,8025,0,1-5 years,50,Full Coverage,0,2200,50,9,0,3,2,3,99,-50,0
P8026,8026,0,>5 years,0,Full Coverage,0,2250,0,28,1,6,7,1,1,-50,100
P8027,8027,0,1-5 years,50,Liability-Only,-200,2000,50,18,1,2,5,1,4,-50,100
P8028,8028,86,>5 years,0,Full Coverage,0,2336,50,10,0,3,0,3,99,50,100
P8029,8029,86,<1 year,100,Liability-Only,-200,2286,0,1,1,3,2,2,8,50,100
P8030,8030,0,>5 years,0,Liability-Only,-200,1950,0,4,0,7,3,2,99,-50,0
P8031,8031,0,<1 year,100,Full Coverage,0,2750,50,26,1,4,5,2,6,-50,0
P8032,8032,0,1-5 years,50,Full Coverage,0,2400,0,11,0,8,2,1,99,-50,50
P8033,8033,0,1-5 years,50,Liability-Only,-200,2100,0,21,0,3,1,2,99,-50,100
P8034,8034,86,>5 years,0,Full Coverage,0,2286,50,21,1,4,2,3,7,-50,100
P8035,8035,86,1-5 years,50,Liability-Only,-200,2186,100,23,1,2,3,3,11,-50,50
P8036,8036,0,<1 year,100,Liability-Only,-200,2050,0,4,0,6,3,3,99,-50,50
P8037,8037,0,1-5 years,50,Liability-Only,-200,2000,0,2,1,6,3,1,12,-50,50
P8038,8038,0,1-5 years,50,Full Coverage,0,2250,0,20,1,3,1,2,5,50,0
P8039,8039,0,1-5 years,50,Liability-Only,-200,2000,50,1,1,1,0,1,14,-50,100
P8040,8040,86,>5 years,0,Liability-Only,-200,2086,0,9,1,3,1,2,14,-50,100
P8041,8041,0,1-5 years,50,Full Coverage,0,2350,0,27,0,2,1,1,99,-50,100
P8042,8042,0,>5 years,0,Full Coverage,0,2200,0,9,0,8,3,3,99,-50,100
P8043,8043,0,1-5 years,50,Liability-Only,-200,1900,50,20,0,6,1,1,99,-50,0
P8044,8044,86,>5 years,0,Liability-Only,-200,2086,0,21,1,2,2,2,6,-50,100
P8045,8045,86,>5 years,0,Full Coverage,0,2386,0,13,0,5,1,2,99,50,0
P8046,8046,0,1-5 years,50,Full Coverage,0,2350,50,10,0,2,1,3,99,50,100
P8047,8047,86,>5 years,0,Liability-Only,-200,2286,100,25,0,8,0,2,99,-50,100
P8048,8048,0,1-5 years,50,Liability-Only,-200,2050,0,10,0,6,1,2,99,-50,100
P8049,8049,86,1-5 years,50,Liability-Only,-200,2086,50,17,1,9,2,1,3,-50,100
P8050,8050,86,>5 years,0,Liability-Only,-200,2086,0,5,1,5,3,1,5,50,0
P8051,8051,0,1-5 years,50,Full Coverage,0,2200,50,13,1,1,1,3,9,-50,100
P8052,8052,86,1-5 years,50,Full Coverage,0,2336,0,22,1,3,2,3,6,-50,50
P8053,8053,0,>5 years,0,Liability-Only,-200,1900,50,27,0,4,0,2,99,-50,50
P8054,8054,86,<1 year,100,Full Coverage,0,2536,50,13,1,4,0,2,4,-50,100
P8055,8055,0,1-5 years,50,Full Coverage,0,2200,50,1,1,6,0,1,6,-50,100
P8056,8056,86,1-5 years,50,Full Coverage,0,2436,0,13,0,2,1,1,99,50,50
P8057,8057,86,<1 year,100,Full Coverage,0,2286,50,29,0,4,1,3,99,-50,50
P8058,8058,0,>5 years,0,Liability-Only,-200,2050,0,5,1,2,4,2,7,-50,100
P8059,8059,0,1-5 years,50,Liability-Only,-200,2050,0,4,1,6,2,2,9,-50,100
P8060,8060,86,1-5 years,50,Liability-Only,-200,2186,0,22,0,8,3,1,99,50,0
P8061,8061,0,>5 years,0,Full Coverage,0,2100,50,18,1,3,1,1,11,-50,50
P8062,8062,0,1-5 years,50,Full Coverage,0,2200,100,12,1,3,1,3,11,50,50
P8063,8063,0,1-5 years,50,Liability-Only,-200,1950,0,19,1,5,3,1,6,-50,0
P8064,8064,0,>5 years,0,Liability-Only,-200,2100,0,22,1,7,3,3,10,50,100
