Claims_ID,Customer_ID,Claims_Frequency,Claims_Severity,Claims_Adjustment,Policy_Type,Safe_Driver_Discount,Total_Discounts,Conversion_Status,Time_to_Conversion
C7202,7202,2,Low,100,Liability-Only,1,50,0,99
C7203,7203,0,Low,0,Full Coverage,0,50,1,6
C7204,7204,1,Low,50,Full Coverage,1,100,0,99
C7205,7205,0,Low,0,Full Coverage,0,0,1,9
C7206,7206,1,Medium,100,Full Coverage,0,0,1,7
C7207,7207,1,Medium,100,Full Coverage,0,50,0,99
C7208,7208,1,Low,50,Full Coverage,0,0,0,99
C7209,7209,0,Low,0,Full Coverage,0,0,0,99
C7210,7210,0,Low,0,Full Coverage,0,50,1,12
C7211,7211,0,Low,0,Liability-Only,0,0,1,2
C7212,7212,0,Medium,0,Full Coverage,0,0,1,4
C7213,7213,0,Low,0,Full Coverage,0,0,0,99
C7214,7214,0,Low,0,Liability-Only,0,50,0,99
C7215,7215,0,High,0,Liability-Only,0,0,1,11
C7216,7216,0,Medium,0,Full Coverage,0,0,1,4
C7217,7217,0,Low,0,Full Coverage,0,0,0,99
C7218,7218,0,Low,0,Liability-Only,0,50,0,99
C7219,7219,0,Low,0,Full Coverage,0,0,1,8
C7220,7220,0,Medium,0,Liability-Only,0,0,0,99
C7221,7221,0,Low,0,Full Coverage,1,50,0,99
C7222,7222,0,Low,0,Full Coverage,0,50,0,99
C7223,7223,0,Low,0,Full Coverage,0,50,1,5
C7224,7224,0,Low,0,Full Coverage,0,50,1,1
C7225,7225,0,Low,0,Liability-Only,0,0,1,6
C7226,7226,0,Medium,0,Liability-Only,0,0,0,99
C7227,7227,0,High,0,Full Coverage,0,0,1,8
C7228,7228,0,Medium,0,Full Coverage,1,50,0,99
C7229,7229,3,Low,150,Liability-Only,0,0,1,7
C7230,7230,0,Low,0,Full Coverage,1,50,0,99
C7231,7231,1,Low,50,Full Coverage,0,0,0,99
C7232,7232,0,Low,0,Liability-Only,1,100,0,99
C7233,7233,0,Low,0,Liability-Only,1,100,0,99
C7234,7234,0,High,0,Liability-Only,0,0,1,2
C7235,7235,0,Low,0,Liability-Only,0,50,0,99
C7236,7236,2,Medium,200,Liability-Only,0,0,1,3
C7237,7237,1,Low,50,Liability-Only,0,100,1,6
C7238,7238,0,Low,0,Full Coverage,0,0,0,99
C7239,7239,1,High,200,Full Coverage,0,0,0,99
C7240,7240,0,Medium,0,Full Coverage,0,0,0,99
C7241,7241,0,Low,0,Liability-Only,0,50,1,2
C7242,7242,0,Low,0,Liability-Only,0,0,1,5
C7243,7243,0,Low,0,Full Coverage,0,0,1,12
C7244,7244,2,Medium,200,Liability-Only,1,50,0,99
C7245,7245,0,Low,0,Full Coverage,1,100,1,12
C7246,7246,2,Low,100,Full Coverage,0,50,1,4
C7247,7247,0,Low,0,Full Coverage,0,0,0,99
C7248,7248,0,Medium,0,Liability-Only,0,0,1,14
C7249,7249,0,Low,0,Liability-Only,0,50,1,1
C7250,7250,1,Low,50,Full Coverage,0,0,1,8
C7251,7251,1,Medium,100,Liability-Only,0,0,1,3
C7252,7252,0,Low,0,Full Coverage,0,50,1,3
C7253,7253,0,Low,0,Liability-Only,0,50,1,11
C7254,7254,0,High,0,Full Coverage,1,50,0,99
C7255,7255,0,Medium,0,Liability-Only,1,100,1,8
C7256,7256,0,Low,0,Full Coverage,1,50,0,99
C7257,7257,1,Medium,100,Liability-Only,0,0,0,99
C7258,7258,0,Low,0,Full Coverage,0,50,1,7
C7259,7259,0,High,0,Liability-Only,0,0,1,1
C7260,7260,0,High,0,Liability-Only,0,0,1,1
C7261,7261,0,Low,0,Full Coverage,0,0,1,13
C7262,7262,0,Low,0,Full Coverage,1,50,0,99
C7263,7263,0,Medium,0,Full Coverage,0,0,1,7
C7264,7264,1,Low,50,Full Coverage,0,0,0,99
C7265,7265,1,Low,50,Full Coverage,1,50,1,9
C7266,7266,0,Low,0,Liability-Only,1,50,1,6
C7267,7267,0,Low,0,Liability-Only,0,50,1,9
C7268,7268,0,Low,0,Full Coverage,0,0,1,6
C7269,7269,0,Low,0,Full Coverage,0,0,1,1
C7270,7270,0,Low,0,Full Coverage,0,0,1,5
C7271,7271,2,Medium,200,Liability-Only,0,0,0,99
C7272,7272,0,Low,0,Liability-Only,0,0,1,6
C7273,7273,0,Low,0,Full Coverage,0,0,0,99
C7274,7274,0,Low,0,Full Coverage,0,50,1,9
C7275,7275,1,Low,50,Liability-Only,0,50,0,99
C7276,7276,0,Medium,0,Full Coverage,0,50,1,5
C7277,7277,0,Low,0,Liability-Only,0,50,1,6
C7278,7278,0,Low,0,Full Coverage,0,50,0,99
C7279,7279,1,Medium,100,Full Coverage,0,50,0,99
C7280,7280,3,Low,150,Full Coverage,1,50,1,9
C7281,7281,0,Low,0,Full Coverage,1,50,0,99
C7282,7282,1,Low,50,Full Coverage,0,50,1,1
C7283,7283,0,Low,0,Liability-Only,0,0,1,7
C7284,7284,2,Medium,200,Full Coverage,0,0,1,6
C7285,7285,0,Low,0,Liability-Only,1,100,1,7
C7286,7286,0,Low,0,Full Coverage,1,50,1,12
C7287,7287,2,Low,100,Liability-Only,0,50,1,12
C7288,7288,0,Low,0,Full Coverage,0,0,0,99
C7289,7289,0,Low,0,Liability-Only,0,50,1,8
C7290,7290,0,Low,0,Liability-Only,0,50,1,2
C7291,7291,0,Low,0,Liability-Only,0,0,1,7
C7292,7292,1,Low,50,Full Coverage,0,0,1,13
C7293,7293,0,High,0,Full Coverage,1,50,0,99
C7294,7294,0,Low,0,Liability-Only,0,0,1,5
C7295,7295,0,Medium,0,Liability-Only,0,0,0,99
C7296,7296,0,Low,0,Liability-Only,1,50,0,99
C7297,7297,1,Medium,100,Liability-Only,1,50,0,99
C7298,7298,0,Low,0,Full Coverage,0,50,1,11
C7299,7299,0,High,0,Full Coverage,0,50,1,3
C7300,7300,0,High,0,Liability-Only,0,50,1,12
C7301,7301,1,High,200,Liability-Only,1,50,0,99
C7302,7302,0,Medium,0,Liability-Only,0,50,1,4
C7303,7303,1,Low,50,Full Coverage,0,50,1,14
C7304,7304,0,Low,0,Full Coverage,0,50,0,99
C7305,7305,0,High,0,Full Coverage,0,0,0,99
C7306,7306,2,Low,100,Full Coverage,0,0,1,4
C7307,7307,1,Low,50,Liability-Only,0,0,0,99
C7308,7308,0,Low,0,Full Coverage,0,100,1,9
C7309,7309,1,Low,50,Liability-Only,0,0,1,10
C7310,7310,1,Low,50,Full Coverage,1,50,0,99
C7311,7311,0,High,0,Liability-Only,0,0,0,99
C7312,7312,0,Medium,0,Liability-Only,0,50,1,2
C7313,7313,0,Low,0,Full Coverage,0,50,1,14
C7314,7314,0,Low,0,Liability-Only,0,0,0,99
C7315,7315,0,Low,0,Liability-Only,0,0,0,99
C7316,7316,1,Low,50,Liability-Only,1,50,1,13
C7317,7317,0,Medium,0,Full Coverage,0,50,1,1
C7318,7318,0,Low,0,Full Coverage,0,0,0,99
C7319,7319,0,Low,0,Liability-Only,0,0,1,11
C7320,7320,1,Low,50,Liability-Only,0,0,0,99
C7321,7321,2,Low,100,Full Coverage,1,100,0,99
C7322,7322,2,Low,100,Full Coverage,0,0,1,3
C7323,7323,0,Low,0,Full Coverage,0,50,1,12
C7324,7324,0,Medium,0,Full Coverage,0,0,1,9
C7325,7325,0,Low,0,Full Coverage,0,0,1,3
C7326,7326,0,Low,0,Liability-Only,1,50,1,9
C7327,7327,2,Medium,200,Full Coverage,1,50,1,5
C7328,7328,2,Medium,200,Full Coverage,0,0,0,99
C7329,7329,1,Medium,100,Full Coverage,1,100,1,10
C7330,7330,0,Medium,0,Full Coverage,0,0,1,3
C7331,7331,2,Low,100,Full Coverage,1,100,1,2
C7332,7332,0,High,0,Full Coverage,0,0,1,2
C7333,7333,1,Low,50,Liability-Only,0,50,1,5
C7334,7334,0,Low,0,Liability-Only,0,50,0,99
C7335,7335,0,Low,0,Full Coverage,0,0,1,7
C7336,7336,0,High,0,Liability-Only,0,50,1,13
C7337,7337,0,Low,0,Full Coverage,0,50,1,13
C7338,7338,1,Low,50,Liability-Only,0,0,0,99
C7339,7339,1,Low,50,Liability-Only,0,0,1,4
C7340,7340,0,Low,0,Liability-Only,0,50,1,7
C7341,7341,0,Low,0,Full Coverage,0,0,1,14
C7342,7342,1,Low,50,Full Coverage,1,50,0,99
C7343,7343,0,Low,0,Full Coverage,0,0,1,2
C7344,7344,0,Medium,0,Liability-Only,0,0,1,4
C7345,7345,1,Low,50,Full Coverage,0,0,0,99
C7346,7346,0,Medium,0,Full Coverage,0,0,1,13
C7347,7347,0,Low,0,Full Coverage,0,0,1,11
C7348,7348,0,Low,0,Full Coverage,0,50,1,1
C7349,7349,0,Medium,0,Liability-Only,0,0,1,14
C7350,7350,0,Medium,0,Full Coverage,0,0,1,3
C7351,7351,0,Low,0,Full Coverage,0,0,1,12
C7352,7352,0,Medium,0,Full Coverage,0,50,0,99
C7353,7353,0,Low,0,Full Coverage,1,50,0,99
C7354,7354,1,Low,50,Liability-Only,0,50,1,12
C7355,7355,0,Low,0,Liability-Only,0,100,0,99
C7356,7356,0,Low,0,Full Coverage,0,0,1,1
C7357,7357,0,Low,0,Full Coverage,0,0,0,99
C7358,7358,0,Low,0,Full Coverage,0,0,1,3
C7359,7359,0,Low,0,Liability-Only,0,50,1,2
C7360,7360,2,Medium,200,Liability-Only,1,100,0,99
C7361,7361,0,Low,0,Liability-Only,0,0,1,7
C7362,7362,0,Low,0,Full Coverage,0,0,0,99
C7363,7363,0,High,0,Liability-Only,0,50,1,1
C7364,7364,1,Low,50,Liability-Only,1,50,0,99
C7365,7365,1,Low,50,Full Coverage,0,0,1,7
C7366,7366,0,Medium,0,Full Coverage,0,0,1,7
C7367,7367,0,Low,0,Full Coverage,1,50,1,1
C7368,7368,0,Low,0,Liability-Only,0,50,1,7
C7369,7369,0,Low,0,Liability-Only,0,0,0,99
C7370,7370,0,Medium,0,Liability-Only,0,0,1,4
C7371,7371,0,Medium,0,Full Coverage,1,50,1,7
C7372,7372,1,Low,50,Liability-Only,1,100,1,2
C7373,7373,0,Low,0,Liability-Only,0,0,1,9
C7374,7374,0,Low,0,Full Coverage,0,0,1,8
C7375,7375,1,Low,50,Full Coverage,0,0,0,99
C7376,7376,1,Low,50,Full Coverage,0,50,0,99
C7377,7377,1,Medium,100,Full Coverage,0,50,0,99
C7378,7378,0,High,0,Liability-Only,0,0,1,8
C7379,7379,2,Low,100,Liability-Only,0,0,1,13
C7380,7380,0,High,0,Full Coverage,0,0,1,4
C7381,7381,0,Low,0,Full Coverage,0,0,0,99
C7382,7382,0,Medium,0,Full Coverage,0,50,1,4
C7383,7383,0,Low,0,Full Coverage,0,0,1,5
C7384,7384,0,Low,0,Full Coverage,1,50,0,99
C7385,7385,0,Low,0,Full Coverage,0,0,1,1
C7386,7386,0,Low,0,Liability-Only,0,0,1,13
C7387,7387,1,Medium,100,Liability-Only,0,50,0,99
C7388,7388,0,Medium,0,Full Coverage,0,0,1,5
C7389,7389,0,Low,0,Full Coverage,0,0,1,4
C7390,7390,0,Medium,0,Liability-Only,0,0,0,99
C7391,7391,0,Low,0,Liability-Only,0,0,0,99
C7392,7392,0,Medium,0,Full Coverage,0,0,1,4
C7393,7393,1,Low,50,Full Coverage,0,50,0,99
C7394,7394,0,Low,0,Liability-Only,0,0,1,14
C7395,7395,0,High,0,Liability-Only,1,100,1,1
C7396,7396,0,Low,0,Full Coverage,0,0,1,1
C7397,7397,0,Medium,0,Full Coverage,0,0,0,99
C7398,7398,0,Low,0,Full Coverage,0,100,1,1
C7399,7399,0,High,0,Full Coverage,0,0,0,99
C7400,7400,1,Low,50,Full Coverage,0,50,0,99
C7401,7401,0,Low,0,Liability-Only,0,50,1,11
C7402,7402,1,Low,50,Full Coverage,0,0,1,4
C7403,7403,0,Low,0,Liability-Only,0,50,0,99
C7404,7404,0,Low,0,Full Coverage,1,50,1,10
C7405,7405,0,Low,0,Liability-Only,0,0,1,8
C7406,7406,0,Medium,0,Full Coverage,1,50,1,8
C7407,7407,1,Low,50,Liability-Only,0,0,0,99
C7408,7408,1,Low,50,Full Coverage,0,50,0,99
C7409,7409,0,High,0,Full Coverage,1,50,1,12
C7410,7410,0,Medium,0,Liability-Only,0,0,1,13
C7411,7411,2,Low,100,Full Coverage,1,50,1,13
C7412,7412,0,Low,0,Full Coverage,0,0,0,99
C7413,7413,0,Low,0,Full Coverage,0,50,0,99
C7414,7414,0,Low,0,Liability-Only,0,50,1,13
C7415,7415,2,Low,100,Full Coverage,0,50,0,99
C7416,7416,0,Medium,0,Liability-Only,0,50,1,14
C7417,7417,1,Low,50,Liability-Only,0,0,0,99
C7418,7418,1,Low,50,Liability-Only,0,50,1,6
C7419,7419,0,Low,0,Liability-Only,1,50,0,99
C7420,7420,1,Low,50,Full Coverage,0,0,1,3
C7421,7421,0,Medium,0,Full Coverage,0,50,1,12
C7422,7422,2,High,400,Liability-Only,0,0,1,12
C7423,7423,0,Low,0,Full Coverage,0,0,0,99
C7424,7424,0,Low,0,Full Coverage,0,50,1,10
C7425,7425,0,Low,0,Liability-Only,0,50,0,99
C7426,7426,1,Low,50,Liability-Only,0,50,1,8
C7427,7427,0,Low,0,Full Coverage,0,0,0,99
C7428,7428,1,Medium,100,Full Coverage,0,0,0,99
C7429,7429,1,Low,50,Liability-Only,0,50,0,99
C7430,7430,4,High,800,Liability-Only,0,0,1,7
C7431,7431,0,Low,0,Liability-Only,0,50,1,3
C7432,7432,1,Low,50,Full Coverage,0,0,1,7
C7433,7433,0,Low,0,Full Coverage,0,50,0,99
C7434,7434,1,Medium,100,Full Coverage,0,0,1,6
C7435,7435,1,Low,50,Liability-Only,0,0,0,99
C7436,7436,0,Low,0,Full Coverage,0,0,0,99
C7437,7437,0,Low,0,Full Coverage,0,50,0,99
C7438,7438,0,Low,0,Full Coverage,0,50,1,7
C7439,7439,0,Low,0,Full Coverage,1,50,1,13
C7440,7440,0,Low,0,Full Coverage,0,0,0,99
C7441,7441,0,Medium,0,Full Coverage,0,0,0,99
C7442,7442,1,Low,50,Full Coverage,0,0,1,6
C7443,7443,0,Medium,0,Full Coverage,0,50,1,6
C7444,7444,2,Medium,200,Liability-Only,0,50,0,99
C7445,7445,4,Low,200,Full Coverage,0,0,1,13
C7446,7446,0,Low,0,Full Coverage,1,50,1,12
C7447,7447,1,Low,50,Full Coverage,0,0,0,99
C7448,7448,0,Low,0,Full Coverage,0,50,1,14
C7449,7449,0,Low,0,Full Coverage,0,50,0,99
C7450,7450,0,Medium,0,Full Coverage,1,50,0,99
C7451,7451,1,Low,50,Full Coverage,0,50,0,99
C7452,7452,0,Low,0,Liability-Only,0,100,1,4
C7453,7453,1,Low,50,Liability-Only,0,0,0,99
C7454,7454,1,High,200,Full Coverage,0,0,0,99
C7455,7455,0,Low,0,Full Coverage,0,100,1,10
C7456,7456,0,Medium,0,Full Coverage,0,0,1,10
C7457,7457,0,Low,0,Liability-Only,0,0,0,99
C7458,7458,0,Low,0,Full Coverage,0,0,1,1
C7459,7459,2,High,400,Full Coverage,0,0,0,99
C7460,7460,0,Low,0,Full Coverage,0,0,1,6
C7461,7461,0,Low,0,Full Coverage,0,0,0,99
C7462,7462,0,Low,0,Full Coverage,1,50,0,99
C7463,7463,0,Medium,0,Liability-Only,0,0,1,13
C7464,7464,1,Low,50,Liability-Only,0,0,0,99
C7465,7465,1,Low,50,Liability-Only,0,0,1,13
C7466,7466,1,Medium,100,Full Coverage,0,0,1,14
C7467,7467,0,Low,0,Full Coverage,0,0,0,99
C7468,7468,1,Low,50,Full Coverage,0,0,1,4
C7469,7469,0,Low,0,Full Coverage,0,50,0,99
C7470,7470,0,Low,0,Liability-Only,0,50,0,99
C7471,7471,0,Low,0,Liability-Only,0,0,1,5
C7472,7472,0,Medium,0,Liability-Only,1,100,0,99
C7473,7473,0,Low,0,Liability-Only,0,0,0,99
C7474,7474,0,Low,0,Liability-Only,0,50,1,3
C7475,7475,1,Low,50,Full Coverage,1,100,0,99
C7476,7476,0,High,0,Full Coverage,1,100,0,99
C7477,7477,0,Low,0,Full Coverage,1,50,0,99
C7478,7478,1,Low,50,Full Coverage,0,0,0,99
C7479,7479,0,High,0,Liability-Only,0,0,0,99
C7480,7480,0,Medium,0,Full Coverage,0,0,1,14
C7481,7481,1,Medium,100,Full Coverage,0,50,0,99
C7482,7482,0,Low,0,Full Coverage,0,0,0,99
C7483,7483,0,Low,0,Liability-Only,0,50,1,14
C7484,7484,1,Low,50,Full Coverage,1,50,0,99
C7485,7485,1,Low,50,Liability-Only,1,50,1,13
C7486,7486,0,Low,0,Full Coverage,0,50,1,1
C7487,7487,0,Low,0,Full Coverage,0,50,0,99
C7488,7488,1,Low,50,Liability-Only,0,50,1,5
C7489,7489,0,Medium,0,Full Coverage,0,0,1,12
C7490,7490,1,Medium,100,Full Coverage,0,0,0,99
C7491,7491,0,Low,0,Full Coverage,0,0,1,4
C7492,7492,0,Low,0,Liability-Only,0,0,1,8
C7493,7493,2,Medium,200,Liability-Only,0,50,1,1
C7494,7494,0,Low,0,Full Coverage,0,0,1,5
C7495,7495,0,Low,0,Liability-Only,0,50,1,3
C7496,7496,0,High,0,Full Coverage,0,0,0,99
C7497,7497,0,Low,0,Full Coverage,1,50,0,99
C7498,7498,0,Low,0,Liability-Only,0,50,1,1
C7499,7499,1,Medium,100,Full Coverage,1,50,0,99
C7500,7500,1,Low,50,Liability-Only,1,150,1,9
C7501,7501,1,Low,50,Full Coverage,0,50,1,12
C7502,7502,0,High,0,Liability-Only,0,0,1,8
C7503,7503,0,Low,0,Full Coverage,0,50,1,6
C7504,7504,2,Low,100,Liability-Only,0,0,1,8
C7505,7505,0,Medium,0,Full Coverage,0,0,1,1
C7506,7506,0,Low,0,Full Coverage,0,0,1,4
C7507,7507,0,Low,0,Full Coverage,0,0,1,3
C7508,7508,1,Low,50,Full Coverage,0,50,1,14
C7509,7509,0,Low,0,Full Coverage,0,0,1,1
C7510,7510,1,Medium,100,Full Coverage,0,50,1,13
C7511,7511,1,Medium,100,Full Coverage,0,0,1,3
C7512,7512,1,Low,50,Full Coverage,0,0,1,11
C7513,7513,0,Low,0,Full Coverage,0,50,1,9
C7514,7514,1,Low,50,Full Coverage,0,0,1,6
C7515,7515,2,Low,100,Liability-Only,0,0,1,14
C7516,7516,0,Low,0,Full Coverage,0,100,0,99
C7517,7517,0,Low,0,Liability-Only,0,50,1,6
C7518,7518,2,Medium,200,Full Coverage,0,0,0,99
C7519,7519,0,Low,0,Full Coverage,0,50,0,99
C7520,7520,1,Medium,100,Full Coverage,1,100,1,14
C7521,7521,1,Low,50,Liability-Only,0,0,0,99
C7522,7522,0,Medium,0,Full Coverage,0,100,0,99
C7523,7523,0,Medium,0,Full Coverage,0,0,1,11
C7524,7524,1,Low,50,Full Coverage,0,0,0,99
C7525,7525,1,Low,50,Full Coverage,0,0,1,5
C7526,7526,0,Low,0,Liability-Only,0,50,1,12
C7527,7527,0,Low,0,Liability-Only,0,50,0,99
C7528,7528,0,Low,0,Liability-Only,0,0,0,99
C7529,7529,0,Low,0,Full Coverage,0,0,1,1
C7530,7530,0,Low,0,Liability-Only,1,150,0,99
C7531,7531,0,Low,0,Full Coverage,0,0,0,99
C7532,7532,0,Low,0,Full Coverage,0,0,1,13
C7533,7533,0,High,0,Full Coverage,0,50,0,99
C7534,7534,2,Low,100,Liability-Only,1,100,0,99
C7535,7535,1,Low,50,Full Coverage,1,50,1,10
C7536,7536,1,Low,50,Full Coverage,0,0,0,99
C7537,7537,0,Low,0,Full Coverage,0,0,1,3
C7538,7538,1,Low,50,Liability-Only,0,50,0,99
C7539,7539,0,Low,0,Full Coverage,0,0,1,9
C7540,7540,1,Low,50,Full Coverage,0,0,1,14
C7541,7541,0,Low,0,Liability-Only,0,50,0,99
C7542,7542,0,Low,0,Liability-Only,1,100,0,99
C7543,7543,0,Low,0,Full Coverage,0,0,0,99
C7544,7544,0,Low,0,Liability-Only,0,100,1,12
C7545,7545,3,Low,150,Liability-Only,1,100,0,99
C7546,7546,0,Low,0,Full Coverage,0,0,1,8
C7547,7547,0,Low,0,Liability-Only,0,0,1,5
C7548,7548,0,Low,0,Liability-Only,1,100,1,9
C7549,7549,0,Low,0,Full Coverage,0,100,0,99
C7550,7550,0,Low,0,Full Coverage,0,50,0,99
C7551,7551,0,Medium,0,Full Coverage,0,0,1,4
C7552,7552,0,Low,0,Full Coverage,1,50,0,99
C7553,7553,0,High,0,Full Coverage,0,50,0,99
C7554,7554,0,Low,0,Liability-Only,0,50,0,99
C7555,7555,1,Low,50,Full Coverage,0,0,1,3
C7556,7556,1,Low,50,Full Coverage,0,0,1,13
C7557,7557,1,Low,50,Full Coverage,0,50,1,14
C7558,7558,0,Low,0,Full Coverage,0,0,0,99
C7559,7559,0,High,0,Liability-Only,1,50,0,99
C7560,7560,2,Low,100,Full Coverage,0,50,1,6
C7561,7561,0,Low,0,Liability-Only,0,50,1,7
C7562,7562,0,Medium,0,Full Coverage,0,0,0,99
C7563,7563,0,Medium,0,Full Coverage,0,0,1,6
C7564,7564,1,Low,50,Full Coverage,0,50,0,99
C7565,7565,0,Low,0,Liability-Only,0,0,0,99
C7566,7566,0,High,0,Full Coverage,1,100,0,99
C7567,7567,0,Low,0,Full Coverage,0,0,1,12
C7568,7568,0,Low,0,Full Coverage,0,0,0,99
C7569,7569,0,High,0,Full Coverage,0,50,1,8
C7570,7570,0,Medium,0,Full Coverage,0,50,1,4
C7571,7571,1,Low,50,Full Coverage,0,0,0,99
C7572,7572,0,Low,0,Full Coverage,0,50,0,99
C7573,7573,1,Medium,100,Liability-Only,0,0,1,11
C7574,7574,0,Low,0,Full Coverage,1,50,0,99
C7575,7575,0,Low,0,Full Coverage,0,50,0,99
C7576,7576,0,High,0,Full Coverage,1,100,1,14
C7577,7577,0,Low,0,Liability-Only,0,50,1,11
C7578,7578,0,Medium,0,Liability-Only,0,0,0,99
C7579,7579,0,Medium,0,Full Coverage,0,0,1,1
C7580,7580,1,Medium,100,Liability-Only,0,0,0,99
C7581,7581,2,High,400,Liability-Only,0,0,0,99
C7582,7582,1,Low,50,Liability-Only,0,50,0,99
C7583,7583,0,Medium,0,Full Coverage,1,50,1,6
C7584,7584,1,Medium,100,Liability-Only,0,0,1,13
C7585,7585,0,High,0,Full Coverage,1,50,0,99
C7586,7586,0,Medium,0,Full Coverage,1,50,1,12
C7587,7587,0,Medium,0,Liability-Only,0,0,0,99
C7588,7588,0,Low,0,Full Coverage,0,50,1,4
C7589,7589,0,Low,0,Liability-Only,0,0,0,99
C7590,7590,1,Low,50,Full Coverage,0,50,1,7
C7591,7591,1,Low,50,Liability-Only,0,0,0,99
C7592,7592,0,Low,0,Liability-Only,0,0,0,99
C7593,7593,0,Low,0,Full Coverage,0,0,1,2
C7594,7594,2,High,400,Liability-Only,1,50,0,99
C7595,7595,0,Low,0,Full Coverage,0,100,1,2
C7596,7596,1,Low,50,Full Coverage,0,50,0,99
C7597,7597,0,Medium,0,Full Coverage,0,0,0,99
C7598,7598,0,Low,0,Liability-Only,0,0,1,13
C7599,7599,1,Low,50,Full Coverage,1,50,1,6
C7600,7600,0,Low,0,Liability-Only,0,50,0,99
C7601,7601,0,Low,0,Full Coverage,0,0,0,99
C7602,7602,1,High,200,Full Coverage,0,50,1,4
C7603,7603,2,Medium,200,Liability-Only,1,100,1,2
C7604,7604,0,Medium,0,Full Coverage,0,50,0,99
C7605,7605,1,Medium,100,Full Coverage,0,0,1,11
C7606,7606,0,Low,0,Full Coverage,0,0,0,99
C7607,7607,2,Medium,200,Liability-Only,0,50,0,99
C7608,7608,0,Medium,0,Liability-Only,0,50,0,99
C7609,7609,0,High,0,Full Coverage,0,0,0,99
C7610,7610,2,Low,100,Full Coverage,0,50,1,2
C7611,7611,1,Low,50,Full Coverage,0,50,0,99
C7612,7612,0,Low,0,Liability-Only,1,50,1,8
C7613,7613,1,Low,50,Liability-Only,1,100,1,5
C7614,7614,1,Low,50,Liability-Only,0,50,1,6
C7615,7615,1,Low,50,Full Coverage,0,0,0,99
C7616,7616,0,Low,0,Full Coverage,0,50,1,6
C7617,7617,0,Low,0,Liability-Only,0,0,1,7
C7618,7618,1,Low,50,Full Coverage,0,50,1,4
C7619,7619,1,Low,50,Full Coverage,0,0,1,14
C7620,7620,1,High,200,Full Coverage,0,0,1,2
C7621,7621,0,Medium,0,Full Coverage,0,0,1,10
C7622,7622,0,Low,0,Full Coverage,0,50,0,99
C7623,7623,0,Medium,0,Full Coverage,0,0,1,5
C7624,7624,1,Low,50,Full Coverage,0,50,1,13
C7625,7625,0,Low,0,Full Coverage,0,50,1,9
C7626,7626,1,Low,50,Liability-Only,0,0,0,99
C7627,7627,0,Low,0,Full Coverage,0,0,1,6
C7628,7628,0,Low,0,Liability-Only,0,0,1,14
C7629,7629,0,Low,0,Full Coverage,0,0,1,12
C7630,7630,2,Low,100,Full Coverage,0,0,0,99
C7631,7631,0,Medium,0,Full Coverage,0,0,1,6
C7632,7632,1,Low,50,Full Coverage,1,50,0,99
C7633,7633,0,High,0,Liability-Only,0,0,0,99
C7634,7634,0,Low,0,Liability-Only,1,50,1,3
C7635,7635,1,Low,50,Full Coverage,1,50,0,99
C7636,7636,1,Medium,100,Full Coverage,1,50,0,99
C7637,7637,1,Medium,100,Full Coverage,1,50,0,99
C7638,7638,1,Low,50,Full Coverage,0,0,1,9
C7639,7639,0,Low,0,Liability-Only,1,50,1,12
C7640,7640,2,Low,100,Liability-Only,0,50,1,14
C7641,7641,0,Low,0,Full Coverage,0,50,0,99
C7642,7642,1,Low,50,Full Coverage,1,100,0,99
C7643,7643,2,Low,100,Full Coverage,0,0,0,99
C7644,7644,0,Low,0,Full Coverage,1,50,0,99
C7645,7645,1,Low,50,Full Coverage,0,0,1,1
C7646,7646,0,Low,0,Liability-Only,0,0,1,9
C7647,7647,0,Medium,0,Liability-Only,1,50,0,99
C7648,7648,0,Medium,0,Full Coverage,0,100,0,99
C7649,7649,0,Low,0,Liability-Only,0,0,1,8
C7650,7650,0,Low,0,Full Coverage,0,0,1,7
C7651,7651,0,Low,0,Liability-Only,1,50,1,2
C7652,7652,0,Low,0,Liability-Only,0,0,1,7
C7653,7653,0,Low,0,Full Coverage,0,0,0,99
C7654,7654,0,Medium,0,Full Coverage,0,50,0,99
C7655,7655,1,Low,50,Liability-Only,0,50,1,1
C7656,7656,1,Low,50,Liability-Only,1,100,0,99
C7657,7657,0,Low,0,Liability-Only,0,0,0,99
C7658,7658,0,Low,0,Liability-Only,0,0,0,99
C7659,7659,1,Low,50,Full Coverage,1,100,1,11
C7660,7660,0,High,0,Liability-Only,1,100,1,3
C7661,7661,0,Low,0,Liability-Only,0,50,0,99
C7662,7662,0,Low,0,Full Coverage,0,0,1,5
C7663,7663,0,Low,0,Liability-Only,0,0,1,9
C7664,7664,0,Low,0,Full Coverage,0,0,1,7
C7665,7665,0,Low,0,Full Coverage,1,100,1,13
C7666,7666,2,Low,100,Liability-Only,0,0,0,99
C7667,7667,0,Low,0,Liability-Only,0,50,0,99
C7668,7668,1,Medium,100,Full Coverage,0,0,1,3
C7669,7669,0,High,0,Full Coverage,0,0,1,12
C7670,7670,2,Low,100,Full Coverage,1,50,1,7
C7671,7671,0,Low,0,Full Coverage,0,0,0,99
C7672,7672,0,Medium,0,Full Coverage,0,0,0,99
C7673,7673,0,Low,0,Liability-Only,0,0,1,12
C7674,7674,0,High,0,Liability-Only,1,50,1,13
C7675,7675,0,Low,0,Full Coverage,0,50,0,99
C7676,7676,0,Low,0,Full Coverage,0,0,0,99
C7677,7677,0,Low,0,Liability-Only,0,100,1,13
C7678,7678,0,Low,0,Full Coverage,0,50,0,99
